Date,Store_ID,Product_Category,Price,Discount,Advertising_Spend,Holiday,Temperature,Competitor_Price,Units_Sold
2023-07-19,S05,Groceries,208.48,15,1332.23,0,15.4,228.26,20
2023-07-20,S10,Electronics,283.98,15,4016.06,0,13.1,264.68,26
2023-07-21,S07,Groceries,478.49,5,2440.28,0,30.5,505.83,31
2023-07-22,S04,Electronics,19.68,25,2085.58,0,35.4,18.38,18
2023-07-23,S01,Groceries,185.52,10,1488.09,0,25.6,180.05,33
2023-07-24,S06,Furniture,188.63,10,4075.26,0,19.5,182.33,38
2023-07-25,S05,Clothing,8.28,15,2487.71,0,25.1,8.78,26
2023-07-26,S07,Electronics,119.88,5,2491.98,0,34.0,112.49,32
2023-07-27,S07,Clothing,19.47,5,3501.98,0,33.1,19.08,35
2023-07-28,S10,Furniture,474.28,15,4459.98,0,25.8,444.28,31
2023-07-29,S10,Electronics,190.39,10,3415.02,0,21.2,188.79,29
2023-07-30,S01,Clothing,218.67,15,216.41,0,30.2,238.62,9
2023-07-31,S10,Furniture,294.09,5,1338.97,0,27.1,291.57,23
2023-08-01,S04,Sports,447.55,0,1973.72,0,30.4,452.14,36
2023-08-02,S10,Clothing,368.67,0,3729.1,0,14.4,399.63,47
2023-08-03,S01,Sports,60.68,10,1199.22,0,23.5,56.55,22
2023-08-04,S05,Clothing,67.33,5,2603.45,0,28.3,66.58,32
2023-08-05,S08,Clothing,229.74,0,1646.23,0,27.4,221.66,32
2023-08-06,S09,Electronics,445.88,5,404.48,0,15.4,415.45,15
2023-08-07,S07,Groceries,480.19,5,2164.8,0,26.2,437.26,29
2023-08-08,S01,Sports,254.12,10,773.04,0,34.7,253.67,23
2023-08-09,S05,Groceries,211.39,25,4127.39,0,28.1,227.71,25
2023-08-10,S08,Furniture,92.56,15,1165.84,0,25.4,96.17,14
2023-08-11,S06,Furniture,275.99,20,1378.27,0,22.4,293.13,10
2023-08-12,S09,Sports,236.71,0,4970.64,0,12.4,255.88,46
2023-08-13,S03,Furniture,305.3,5,2774.2,0,14.3,306.67,34
2023-08-14,S08,Electronics,345.07,0,3566.47,0,31.2,328.31,40
2023-08-15,S07,Sports,5.65,5,4341.86,0,12.1,5.67,37
2023-08-16,S07,Groceries,260.08,5,463.93,0,33.5,267.43,24
2023-08-17,S02,Clothing,499.73,20,4206.76,0,27.8,464.18,23
2023-08-18,S06,Groceries,381.68,10,754.33,0,29.2,361.7,17
2023-08-19,S05,Sports,46.19,15,3979.84,0,12.4,47.15,36
2023-08-20,S09,Furniture,14.76,15,113.54,0,29.7,14.68,9
2023-08-21,S08,Groceries,245.52,0,1898.39,0,11.1,243.92,44
2023-08-22,S08,Sports,33.82,5,1202.18,0,37.3,34.35,33
2023-08-23,S02,Electronics,192.76,25,843.16,0,35.5,189.38,2
2023-08-24,S02,Furniture,22.32,20,4633.25,0,11.4,22.18,24
2023-08-25,S10,Furniture,279.86,10,237.58,0,14.9,272.71,20
2023-08-26,S02,Electronics,85.92,25,1225.25,0,29.1,80.35,12
2023-08-27,S05,Furniture,494.93,5,3138.51,0,34.8,481.51,30
2023-08-28,S10,Furniture,338.85,25,3351.69,0,36.2,348.34,11
2023-08-29,S07,Sports,164.04,25,4940.04,0,30.9,155.98,24
2023-08-30,S07,Groceries,382.96,10,3377.85,0,14.6,366.21,27
2023-08-31,S02,Clothing,60.94,25,1134.83,0,18.2,66.32,7
2023-09-01,S07,Sports,122.99,20,3860.02,0,34.3,130.11,14
2023-09-02,S01,Sports,386.87,25,3078.83,0,20.6,357.1,13
2023-09-03,S10,Electronics,163.51,15,3857.43,0,32.6,162.13,24
2023-09-04,S10,Electronics,400.97,20,1561.55,0,30.3,402.27,16
2023-09-05,S03,Groceries,260.18,5,4784.41,0,32.3,260.35,45
2023-09-06,S07,Clothing,368.56,25,1841.88,0,17.2,356.08,3
2023-09-07,S10,Electronics,95.42,10,3847.78,0,18.9,104.47,31
2023-09-08,S02,Sports,53.1,0,543.59,0,37.0,57.47,18
2023-09-09,S06,Sports,128.89,25,2179.03,0,24.3,130.28,9
2023-09-10,S01,Furniture,115.07,5,474.23,0,20.0,116.84,27
2023-09-11,S01,Electronics,362.99,5,3289.09,0,29.4,388.5,41
2023-09-12,S03,Electronics,442.95,5,3317.54,0,21.7,412.37,27
2023-09-13,S09,Furniture,170.8,10,1552.88,0,33.1,181.82,14
2023-09-14,S05,Furniture,461.09,20,4335.87,0,30.1,427.98,34
2023-09-15,S07,Electronics,486.01,10,3083.37,0,25.1,480.84,33
2023-09-16,S08,Clothing,150.87,20,1314.74,0,22.8,138.91,9
2023-09-17,S01,Groceries,44.9,15,484.76,0,15.1,43.43,1
2023-09-18,S10,Sports,175.35,5,3145.32,0,35.1,172.68,42
2023-09-19,S08,Groceries,261.64,20,2329.48,0,37.8,262.93,9
2023-09-20,S01,Electronics,150.13,10,2612.33,0,34.7,157.89,31
2023-09-21,S04,Furniture,459.44,5,3638.01,0,26.3,477.08,37
2023-09-22,S02,Sports,497.39,0,3487.15,0,37.0,490.92,40
2023-09-23,S03,Groceries,108.35,15,4489.48,0,24.4,98.1,28
2023-09-24,S06,Furniture,421.54,20,1503.08,0,18.2,430.31,4
2023-09-25,S03,Clothing,63.82,0,4907.82,0,21.5,67.69,53
2023-09-26,S06,Sports,352.11,5,4352.28,0,11.7,383.23,34
2023-09-27,S01,Clothing,129.9,0,4345.31,0,37.1,119.56,48
2023-09-28,S03,Furniture,354.74,15,3214.76,0,18.4,336.87,27
2023-09-29,S06,Furniture,38.37,15,3215.12,0,14.5,36.82,31
2023-09-30,S08,Sports,98.09,0,4019.02,0,12.9,100.55,47
2023-10-01,S07,Furniture,424.48,20,4529.99,0,25.1,449.77,35
2023-10-02,S04,Groceries,43.4,25,4421.82,0,19.7,46.54,19
2023-10-03,S03,Sports,219.34,25,4183.57,0,12.2,238.21,25
2023-10-04,S07,Furniture,341.93,5,1759.08,0,12.1,319.46,24
2023-10-05,S10,Sports,294.08,10,4187.49,0,27.2,287.62,29
2023-10-06,S08,Electronics,381.78,5,2730.6,0,34.9,419.46,41
2023-10-07,S03,Sports,167.53,0,1288.44,0,28.8,178.91,18
2023-10-08,S01,Clothing,272.5,15,546.74,0,30.5,292.39,13
2023-10-09,S08,Furniture,434.39,15,2662.48,0,37.4,401.97,26
2023-10-10,S09,Furniture,274.84,5,2194.63,0,25.2,283.82,28
2023-10-11,S08,Furniture,370.7,0,3639.64,0,14.2,371.13,48
2023-10-12,S04,Clothing,282.71,10,2244.39,0,12.2,296.47,20
2023-10-13,S06,Furniture,136.65,25,1800.1,0,34.4,143.67,13
2023-10-14,S08,Electronics,125.15,15,950.07,0,36.7,115.87,17
2023-10-15,S08,Clothing,32.69,10,1143.53,0,24.9,34.03,11
2023-10-16,S06,Furniture,35.14,5,3902.15,0,16.2,36.1,40
2023-10-17,S03,Groceries,461.78,0,1629.65,0,14.6,439.11,30
2023-10-18,S10,Furniture,174.38,10,4550.38,0,24.6,182.28,36
2023-10-19,S08,Sports,446.72,15,3281.27,0,18.2,411.34,23
2023-10-20,S08,Clothing,271.03,0,1862.46,0,26.3,278.49,37
2023-10-21,S05,Sports,266.18,10,1962.56,0,10.3,290.88,21
2023-10-22,S10,Electronics,337.25,10,3756.03,0,22.1,353.85,35
2023-10-23,S08,Furniture,482.6,5,1488.78,0,26.9,468.34,35
2023-10-24,S10,Sports,19.36,25,4260.17,0,35.0,18.35,12
2023-10-25,S07,Electronics,340.36,10,4798.55,0,21.8,308.49,31
2023-10-26,S04,Sports,319.91,20,1682.85,0,11.7,296.16,12
2023-10-27,S02,Furniture,258.27,25,674.91,0,30.2,258.51,1
2023-10-28,S02,Electronics,76.17,5,1313.98,0,21.9,78.07,22
2023-10-29,S08,Groceries,272.71,0,4738.56,0,20.2,257.35,58
2023-10-30,S09,Furniture,419.66,5,1697.78,0,22.8,388.55,25
2023-10-31,S10,Groceries,40.08,10,4637.41,0,20.2,39.53,33
2023-11-01,S10,Groceries,234.03,20,3372.15,1,18.3,255.59,19
2023-11-02,S07,Clothing,488.25,0,4466.06,1,19.1,502.75,51
2023-11-03,S05,Electronics,283.76,25,506.6,1,13.2,284.55,11
2023-11-04,S06,Clothing,281.78,20,1790.37,1,14.5,271.24,5
2023-11-05,S02,Furniture,405.46,0,4717.78,1,35.0,427.65,44
2023-11-06,S02,Groceries,326.81,0,4380.96,1,27.1,340.52,42
2023-11-07,S03,Furniture,416.95,10,2507.99,1,29.9,401.91,30
2023-11-08,S09,Clothing,317.18,20,4420.37,1,23.0,287.09,28
2023-11-09,S02,Clothing,153.59,0,1023.91,1,30.4,159.22,30
2023-11-10,S03,Sports,370.22,10,4402.46,0,18.0,387.75,45
2023-11-11,S03,Electronics,104.14,15,1244.4,0,28.0,110.27,19
2023-11-12,S08,Sports,412.26,0,1872.32,0,33.3,384.62,34
2023-11-13,S02,Clothing,161.91,20,399.54,0,10.8,175.67,1
2023-11-14,S01,Electronics,401.24,25,1259.67,0,14.3,385.39,7
2023-11-15,S04,Groceries,279.08,20,526.11,0,37.1,257.53,10
2023-11-16,S10,Furniture,401.52,25,1897.76,0,11.9,378.58,1
2023-11-17,S02,Electronics,347.49,15,2194.84,0,21.6,325.64,21
2023-11-18,S09,Electronics,79.61,5,3134.3,0,34.7,82.92,44
2023-11-19,S10,Electronics,497.0,0,552.11,0,26.6,477.65,34
2023-11-20,S07,Groceries,280.25,25,2688.63,0,12.0,273.52,14
2023-11-21,S09,Clothing,405.74,5,1022.45,0,33.1,373.91,19
2023-11-22,S04,Electronics,39.7,5,1041.75,0,21.0,40.19,22
2023-11-23,S05,Electronics,223.92,5,1244.17,0,22.1,240.16,24
2023-11-24,S10,Electronics,456.09,0,155.59,0,28.3,473.49,26
2023-11-25,S04,Clothing,311.1,20,3986.6,0,23.4,282.22,25
2023-11-26,S05,Sports,391.95,0,3840.87,0,37.6,374.11,43
2023-11-27,S01,Furniture,187.1,0,4794.93,0,12.1,201.86,44
2023-11-28,S03,Clothing,229.62,25,852.13,0,29.8,236.65,5
2023-11-29,S09,Electronics,42.24,15,3803.92,0,15.9,41.35,32
2023-11-30,S08,Electronics,50.95,25,3747.33,0,31.5,49.07,12
2023-12-01,S01,Electronics,477.28,20,3099.05,1,34.1,449.19,11
2023-12-02,S07,Furniture,175.96,20,1476.58,1,35.6,188.72,16
2023-12-03,S01,Furniture,344.78,5,4320.35,1,13.8,363.11,42
2023-12-04,S10,Furniture,58.51,25,1659.55,1,32.9,61.8,13
2023-12-05,S04,Electronics,433.99,0,1444.31,1,11.4,427.12,32
2023-12-06,S05,Sports,400.55,15,1754.46,1,25.0,399.82,22
2023-12-07,S01,Sports,348.28,20,1044.22,1,34.5,325.37,3
2023-12-08,S03,Groceries,248.98,5,2670.53,1,34.9,269.56,34
2023-12-09,S02,Sports,277.45,10,3739.2,1,20.0,305.14,38
2023-12-10,S03,Clothing,477.63,0,4822.89,0,35.7,479.48,53
2023-12-11,S04,Clothing,217.04,20,2847.89,0,15.8,226.17,22
2023-12-12,S05,Furniture,476.66,20,183.27,0,17.2,451.43,15
2023-12-13,S05,Electronics,185.23,10,2125.15,0,35.2,176.84,20
2023-12-14,S02,Furniture,199.48,15,3856.95,0,13.6,195.5,31
2023-12-15,S01,Sports,169.79,5,2917.93,0,23.5,154.08,34
2023-12-16,S08,Clothing,56.2,25,3903.64,0,17.1,51.47,25
2023-12-17,S07,Electronics,274.3,25,1626.87,0,16.0,267.68,12
2023-12-18,S02,Electronics,55.48,15,4595.42,0,34.1,59.67,35
2023-12-19,S05,Furniture,260.62,5,2058.38,0,31.0,275.36,26
2023-12-20,S07,Sports,485.82,10,959.7,0,21.2,531.47,26
2023-12-21,S05,Groceries,377.76,5,2549.18,0,12.5,360.15,36
2023-12-22,S07,Electronics,144.0,10,4253.24,0,19.9,141.42,36
2023-12-23,S08,Clothing,9.39,0,4271.01,0,12.6,10.25,44
2023-12-24,S03,Electronics,478.45,20,1944.4,0,26.4,517.41,12
2023-12-25,S04,Sports,327.56,25,4832.94,0,22.5,351.95,26
2023-12-26,S08,Electronics,186.99,0,4717.28,0,19.1,193.69,57
2023-12-27,S06,Electronics,490.02,20,1049.03,0,10.8,511.2,5
2023-12-28,S01,Clothing,274.08,0,1025.98,0,32.5,290.02,27
2023-12-29,S08,Electronics,141.17,20,3178.99,0,25.7,132.38,20
2023-12-30,S10,Groceries,12.72,15,946.33,0,23.6,12.9,9
2023-12-31,S07,Furniture,438.76,0,1593.92,0,15.1,478.66,32
2024-01-01,S08,Groceries,290.16,10,777.12,0,12.4,304.2,25
2024-01-02,S02,Furniture,423.15,5,2425.79,0,14.7,381.49,37
2024-01-03,S06,Sports,106.32,10,2358.69,0,28.5,101.74,27
2024-01-04,S07,Groceries,96.14,10,3403.37,0,32.9,100.21,23
2024-01-05,S01,Electronics,455.18,20,3069.59,0,30.1,472.19,17
2024-01-06,S06,Furniture,49.8,0,2379.1,0,37.0,45.85,34
2024-01-07,S10,Groceries,205.49,0,3714.57,0,16.7,220.14,37
2024-01-08,S04,Groceries,281.92,0,3524.37,0,33.9,263.52,40
2024-01-09,S04,Clothing,358.25,5,3957.16,0,34.8,386.33,32
2024-01-10,S09,Electronics,244.28,25,2720.89,0,23.2,237.4,8
2024-01-11,S05,Furniture,331.47,0,4599.69,0,21.6,319.92,51
2024-01-12,S02,Sports,475.54,15,569.7,0,12.3,477.22,18
2024-01-13,S10,Groceries,433.33,15,4802.95,0,28.9,435.21,39
2024-01-14,S02,Groceries,41.13,25,4686.44,0,23.7,41.76,27
2024-01-15,S02,Sports,466.85,10,1347.44,0,30.0,427.8,25
2024-01-16,S05,Furniture,428.85,5,395.72,0,26.1,417.12,19
2024-01-17,S06,Clothing,110.38,25,4085.33,0,28.8,119.59,28
2024-01-18,S08,Electronics,124.38,25,3378.62,0,37.2,125.86,21
2024-01-19,S04,Clothing,32.97,20,2846.5,0,13.4,30.64,12
2024-01-20,S03,Clothing,170.5,0,868.44,0,31.0,178.24,28
2024-01-21,S07,Furniture,206.06,20,4860.79,0,11.7,202.31,28
2024-01-22,S10,Groceries,365.37,5,2751.6,0,20.1,381.37,38
2024-01-23,S03,Electronics,232.39,15,1606.45,0,31.2,240.23,33
2024-01-24,S10,Electronics,385.43,0,4162.63,0,15.3,423.44,36
2024-01-25,S09,Furniture,226.27,5,2488.35,0,31.7,227.52,34
2024-01-26,S01,Sports,459.93,25,3842.2,0,31.0,500.33,19
2024-01-27,S07,Furniture,482.13,20,1249.43,0,24.1,491.18,12
2024-01-28,S08,Groceries,362.66,20,2257.26,0,21.5,376.01,12
2024-01-29,S07,Furniture,338.23,10,4079.16,0,21.1,334.28,32
2024-01-30,S10,Groceries,200.61,25,1453.27,0,31.7,201.0,1
2024-01-31,S04,Groceries,251.71,20,1815.12,0,34.1,267.14,14
2024-02-01,S04,Electronics,170.25,5,3798.5,0,11.7,168.12,41
2024-02-02,S03,Groceries,112.27,25,2005.81,0,36.7,106.78,16
2024-02-03,S05,Electronics,476.46,5,1283.46,0,27.1,497.02,41
2024-02-04,S03,Groceries,367.56,5,1741.56,0,22.1,356.01,31
2024-02-05,S10,Sports,235.17,25,2445.31,0,13.4,227.77,6
2024-02-06,S04,Furniture,491.8,0,3628.6,0,20.0,525.07,41
2024-02-07,S05,Clothing,363.05,15,3042.35,0,15.8,336.62,22
2024-02-08,S09,Clothing,78.98,10,3516.05,0,14.5,86.03,33
2024-02-09,S04,Clothing,235.35,5,2536.73,0,14.9,227.68,30
2024-02-10,S10,Groceries,360.14,25,3524.91,0,34.8,324.62,16
2024-02-11,S04,Clothing,75.57,5,1329.82,0,35.1,71.1,22
2024-02-12,S09,Clothing,444.01,5,3445.72,0,27.7,447.33,38
2024-02-13,S09,Electronics,269.02,10,2053.26,0,31.4,246.56,21
2024-02-14,S06,Electronics,138.34,5,2255.45,0,26.6,146.67,35
2024-02-15,S05,Groceries,241.37,15,2899.7,0,20.8,218.03,31
2024-02-16,S02,Groceries,422.85,10,1605.1,0,30.4,439.02,22
2024-02-17,S06,Clothing,247.29,25,2742.96,0,16.2,253.26,15
2024-02-18,S10,Furniture,358.08,25,4137.15,0,15.6,391.72,24
2024-02-19,S10,Electronics,263.59,10,3122.03,0,17.4,287.92,24
2024-02-20,S09,Clothing,114.37,15,3106.68,0,27.0,123.83,24
2024-02-21,S10,Furniture,340.47,0,3497.59,0,10.6,317.66,38
2024-02-22,S03,Groceries,482.16,10,3918.95,0,29.1,504.1,31
2024-02-23,S01,Furniture,10.78,15,2228.57,0,35.5,11.1,14
2024-02-24,S05,Sports,324.89,5,4953.29,0,23.8,323.01,48
2024-02-25,S01,Clothing,290.62,20,2199.95,0,14.0,295.48,15
2024-02-26,S03,Electronics,266.23,5,1621.06,0,34.0,259.9,25
2024-02-27,S07,Clothing,166.0,20,3820.93,0,16.8,171.88,22
2024-02-28,S04,Sports,300.3,10,3113.92,0,35.7,287.63,36
2024-02-29,S04,Electronics,283.63,10,3960.59,0,18.0,275.82,36
2024-03-01,S02,Electronics,237.62,20,2503.94,0,10.9,220.97,10
2024-03-02,S03,Groceries,332.78,25,4052.66,0,23.1,313.08,18
2024-03-03,S03,Clothing,369.24,25,3994.17,0,15.7,384.34,16
2024-03-04,S07,Furniture,473.8,5,1496.9,0,24.1,451.81,30
2024-03-05,S09,Sports,7.52,0,2943.28,0,10.9,6.78,53
2024-03-06,S07,Groceries,218.24,25,4853.91,0,10.6,215.72,32
2024-03-07,S04,Furniture,155.58,15,3890.39,0,25.6,157.79,28
2024-03-08,S10,Electronics,259.48,20,1879.03,0,36.3,238.27,23
2024-03-09,S06,Sports,301.74,15,573.96,0,21.6,326.8,12
2024-03-10,S10,Groceries,58.18,10,1815.34,0,23.7,55.24,23
2024-03-11,S09,Furniture,131.2,15,3984.6,0,29.3,143.49,35
2024-03-12,S10,Electronics,385.22,0,3746.58,0,32.0,419.49,41
2024-03-13,S04,Furniture,331.29,15,2240.04,0,35.7,303.98,26
2024-03-14,S04,Furniture,273.45,10,3726.74,0,22.4,278.56,39
2024-03-15,S06,Sports,140.35,10,1838.32,0,27.0,137.63,21
2024-03-16,S10,Sports,111.09,0,2035.85,0,30.9,101.26,35
2024-03-17,S03,Groceries,415.21,15,1474.05,0,32.5,452.77,23
2024-03-18,S02,Clothing,465.52,10,3895.19,0,16.5,442.35,30
2024-03-19,S08,Electronics,411.02,25,1842.78,0,10.9,389.25,11
2024-03-20,S01,Groceries,7.53,20,320.53,0,19.2,7.24,3
2024-03-21,S08,Furniture,295.77,0,1138.49,0,21.3,292.3,27
2024-03-22,S06,Electronics,368.65,20,700.38,0,30.8,337.82,11
2024-03-23,S06,Groceries,492.58,5,3662.42,0,32.9,483.23,39
2024-03-24,S01,Electronics,277.87,15,3579.79,0,29.9,289.09,20
2024-03-25,S04,Groceries,394.98,10,700.85,0,24.6,372.99,10
2024-03-26,S06,Groceries,69.86,20,2138.32,0,30.0,68.48,18
2024-03-27,S04,Sports,375.86,0,920.02,0,19.5,402.51,31
2024-03-28,S09,Electronics,10.72,0,436.04,0,34.0,11.39,28
2024-03-29,S02,Sports,456.05,20,368.52,0,30.9,470.1,5
2024-03-30,S01,Groceries,151.13,20,3876.55,0,13.2,163.62,18
2024-03-31,S04,Sports,171.34,20,564.96,0,32.8,181.98,2
2024-04-01,S01,Groceries,208.83,15,499.27,0,22.1,215.52,13
2024-04-02,S09,Groceries,307.11,5,3027.48,0,15.7,286.41,35
2024-04-03,S03,Electronics,13.55,25,596.92,0,21.8,12.61,1
2024-04-04,S10,Groceries,382.39,10,2924.79,0,14.6,354.46,27
2024-04-05,S08,Furniture,25.47,0,4723.98,0,33.2,25.36,43
2024-04-06,S09,Electronics,184.79,20,1808.91,0,14.3,182.9,3
2024-04-07,S03,Electronics,197.39,0,434.64,0,35.7,215.05,29
2024-04-08,S02,Furniture,326.58,0,4973.92,0,26.6,348.15,54
2024-04-09,S09,Electronics,162.41,25,557.18,0,13.1,164.18,9
2024-04-10,S04,Sports,450.11,25,3676.34,0,34.2,469.06,20
2024-04-11,S08,Sports,422.66,5,1058.77,0,15.1,410.59,29
2024-04-12,S05,Groceries,361.72,5,391.88,0,32.1,341.55,17
2024-04-13,S01,Sports,302.02,20,3324.72,0,24.1,308.38,22
2024-04-14,S01,Groceries,353.43,25,627.91,0,31.4,378.89,1
2024-04-15,S01,Sports,182.86,10,900.06,0,11.8,192.17,24
2024-04-16,S01,Groceries,65.61,10,3902.27,0,36.4,70.73,27
2024-04-17,S02,Groceries,131.28,15,4215.19,0,34.5,136.57,28
2024-04-18,S05,Groceries,23.88,20,4219.82,0,17.6,24.19,20
2024-04-19,S09,Electronics,285.19,10,246.2,0,21.3,290.36,19
2024-04-20,S07,Sports,209.92,5,3492.32,0,22.8,203.22,29
2024-04-21,S05,Clothing,280.96,25,3129.36,0,25.3,299.68,14
2024-04-22,S01,Groceries,306.15,10,483.05,0,14.0,313.42,16
2024-04-23,S04,Sports,312.05,15,4656.57,0,37.9,308.5,29
2024-04-24,S06,Clothing,147.39,15,3788.47,0,26.9,158.54,30
2024-04-25,S02,Furniture,27.22,15,4696.96,0,37.1,27.19,26
2024-04-26,S01,Clothing,494.67,25,3589.78,0,34.9,476.88,16
2024-04-27,S07,Furniture,483.21,25,1998.36,0,27.0,477.99,8
2024-04-28,S05,Sports,72.87,25,2746.7,0,22.2,76.78,15
2024-04-29,S07,Furniture,263.44,10,4058.78,0,21.2,265.99,50
2024-04-30,S08,Groceries,326.98,0,2039.59,0,20.6,349.16,26
2024-05-01,S03,Groceries,27.18,0,4494.55,0,33.0,27.16,48
2024-05-02,S07,Electronics,78.24,5,4809.02,0,19.5,75.76,45
2024-05-03,S08,Clothing,5.34,10,3751.11,0,24.6,5.47,25
2024-05-04,S04,Groceries,58.46,0,1763.45,0,14.2,59.93,27
2024-05-05,S10,Sports,103.61,0,1023.25,0,13.3,98.89,30
2024-05-06,S02,Electronics,118.82,25,832.13,0,14.2,124.18,3
2024-05-07,S02,Groceries,304.24,5,4614.65,0,26.2,329.58,45
2024-05-08,S09,Furniture,454.84,25,4014.04,0,17.9,412.17,17
2024-05-09,S08,Sports,258.44,10,3503.87,0,32.4,242.77,35
2024-05-10,S02,Electronics,382.22,5,3476.96,0,18.5,401.81,32
2024-05-11,S09,Electronics,216.41,20,821.63,0,12.6,216.07,18
2024-05-12,S07,Clothing,253.61,25,175.91,0,11.2,262.79,1
2024-05-13,S07,Clothing,431.45,5,4869.78,0,19.6,428.27,45
2024-05-14,S06,Clothing,341.24,10,2569.28,0,22.6,326.38,19
2024-05-15,S08,Clothing,211.42,25,1572.49,0,24.6,212.82,10
2024-05-16,S06,Electronics,160.71,10,3764.47,0,13.6,154.99,41
2024-05-17,S04,Groceries,38.47,15,4852.99,0,29.0,40.45,30
2024-05-18,S08,Clothing,171.52,5,2814.69,0,24.8,171.89,32
2024-05-19,S03,Sports,8.52,10,2262.77,0,23.2,8.31,25
2024-05-20,S08,Electronics,275.26,15,1566.22,0,29.8,293.31,18
2024-05-21,S07,Sports,362.86,5,372.52,0,23.2,341.64,18
2024-05-22,S07,Clothing,183.15,5,603.34,0,31.8,190.82,14
2024-05-23,S05,Clothing,52.16,25,268.89,0,33.6,54.37,4
2024-05-24,S05,Groceries,6.88,0,174.6,0,20.9,6.57,24
2024-05-25,S04,Electronics,75.46,20,1971.56,0,18.6,78.6,10
2024-05-26,S06,Clothing,299.6,20,4266.0,0,12.7,276.98,37
2024-05-27,S10,Furniture,117.41,5,4447.1,0,32.0,127.57,44
2024-05-28,S05,Clothing,19.1,0,3775.03,0,30.9,20.21,48
2024-05-29,S07,Electronics,150.77,20,3038.29,0,20.2,157.15,17
2024-05-30,S07,Electronics,368.16,20,2582.28,0,33.5,366.4,9
2024-05-31,S07,Clothing,474.27,5,666.46,0,26.0,441.4,20
2024-06-01,S04,Clothing,259.91,15,4524.81,0,26.3,236.26,30
2024-06-02,S08,Electronics,63.17,5,1012.46,0,34.4,60.91,14
2024-06-03,S09,Clothing,148.47,5,3460.24,0,37.5,155.35,33
2024-06-04,S01,Clothing,399.79,20,2370.29,0,22.9,417.63,16
2024-06-05,S01,Electronics,204.33,15,4312.18,0,37.5,198.33,31
2024-06-06,S02,Clothing,337.74,15,1950.36,0,30.1,314.91,29
2024-06-07,S04,Sports,394.78,25,2739.95,0,13.4,420.76,13
2024-06-08,S04,Sports,210.59,20,908.66,0,25.6,200.55,4
2024-06-09,S10,Furniture,106.97,0,4540.92,0,30.2,103.98,49
2024-06-10,S05,Sports,287.11,25,3826.4,0,35.2,281.42,20
2024-06-11,S05,Clothing,179.4,5,563.05,0,15.7,184.91,22
2024-06-12,S09,Groceries,499.25,20,4075.73,0,17.8,537.02,23
2024-06-13,S02,Electronics,490.82,15,1822.27,0,14.3,467.4,18
2024-06-14,S09,Clothing,437.09,25,1251.69,0,25.6,401.1,6
2024-06-15,S07,Groceries,395.7,10,3167.0,0,24.8,362.71,29
2024-06-16,S05,Clothing,291.8,10,3716.75,0,33.0,309.69,31
2024-06-17,S04,Furniture,41.26,5,2548.24,0,31.1,44.74,26
2024-06-18,S08,Furniture,100.74,25,2030.0,0,26.1,94.24,5
2024-06-19,S04,Groceries,246.62,20,1127.04,0,32.1,242.93,13
2024-06-20,S01,Sports,49.2,10,4992.26,0,12.0,47.69,42
2024-06-21,S04,Clothing,327.92,10,977.87,0,32.0,351.2,3
2024-06-22,S02,Electronics,305.86,0,3429.93,0,23.7,300.11,41
2024-06-23,S05,Groceries,45.59,20,620.69,0,18.6,49.85,8
2024-06-24,S10,Sports,95.8,5,2122.22,0,17.0,98.07,30
2024-06-25,S07,Groceries,11.32,0,4333.63,0,24.7,11.08,42
2024-06-26,S02,Groceries,413.63,25,3067.44,0,18.7,424.29,17
2024-06-27,S08,Sports,490.71,15,1198.44,0,28.5,444.27,9
2024-06-28,S07,Electronics,469.61,15,2362.77,0,16.5,465.11,28
2024-06-29,S04,Clothing,27.3,5,3832.21,0,22.8,26.93,38
2024-06-30,S06,Sports,33.28,20,4012.35,0,25.9,32.87,27
2024-07-01,S08,Sports,492.17,0,3356.41,0,31.1,478.79,45
2024-07-02,S08,Furniture,101.76,15,2387.84,0,13.3,105.45,19
2024-07-03,S10,Furniture,106.77,5,3677.77,0,33.8,96.19,44
2024-07-04,S02,Electronics,256.45,15,2591.09,0,29.3,275.3,20
2024-07-05,S06,Sports,464.31,20,1780.81,0,26.9,436.49,9
2024-07-06,S04,Furniture,192.36,15,4323.76,0,32.9,205.08,30
2024-07-07,S07,Furniture,140.53,15,350.2,0,20.7,130.7,15
2024-07-08,S07,Furniture,330.64,10,3013.19,0,32.6,350.38,29
2024-07-09,S06,Groceries,311.42,20,3201.76,0,37.2,326.65,14
2024-07-10,S03,Groceries,421.77,25,1269.21,0,33.9,456.11,11
2024-07-11,S01,Sports,16.64,10,1282.55,0,23.9,16.97,15
2024-07-12,S05,Groceries,363.86,25,4175.57,0,24.7,356.46,26
2024-07-13,S01,Furniture,439.38,5,2260.54,0,32.8,420.02,26
2024-07-14,S04,Clothing,264.86,10,1224.9,0,16.0,277.01,17
2024-07-15,S09,Electronics,362.2,0,1313.61,0,26.8,347.93,35
2024-07-16,S05,Electronics,349.83,10,4075.97,0,10.8,330.34,38
2024-07-17,S05,Electronics,179.12,25,4411.56,0,16.1,190.25,34
2024-07-18,S08,Sports,160.54,0,4030.61,0,34.6,157.57,35
2024-07-19,S07,Groceries,218.78,5,4465.18,0,35.9,217.35,41
2024-07-20,S08,Clothing,347.37,15,4332.47,0,30.9,329.84,38
2024-07-21,S03,Electronics,412.01,20,3134.72,0,17.4,398.47,10
2024-07-22,S08,Furniture,355.81,20,1490.02,0,32.8,324.03,15
